DATE      	CROP                	PLANT_DATE	TOTAL BIOMASS  	ROOT BIOMASS   	GRAIN YIELD    	FORAGE YIELD   	AG RESIDUE     	HARVEST INDEX  	POTENTIAL TR   	ACTUAL TR      	SOIL EVAP      	IRRIGATION     	TOTAL N        	ROOT N         	GRAIN N        	FORAGE N       	CUM. N STRESS  	N IN HARVEST   	N IN RESIDUE   	N CONCN FORAGE 	N FIXATION     	N ADDED        
2005-09-10	CornRM.90           	2005-04-20	24.898150      	3.338249       	10.868859      	0.000000       	10.691042      	0.504124       	357.904089     	320.044912     	105.523423     	0.000000       	0.203971       	0.022791       	0.128638       	0.000000       	0.040650       	128.637805     	75.333630      	0.000000       	0.000000       	0.000000       
2006-09-13	CornRM.90           	2006-04-20	25.599713      	3.389940       	11.135741      	0.000000       	11.074031      	0.501389       	368.622189     	355.989388     	103.343553     	0.000000       	0.202230       	0.023951       	0.126238       	0.000000       	0.073942       	126.237545     	75.992926      	0.000000       	0.000000       	0.000000       
2007-09-07	CornRM.90           	2007-04-20	27.422912      	3.708190       	11.729501      	0.000000       	11.985221      	0.494608       	396.414606     	382.587777     	116.937836     	0.000000       	0.209055       	0.025765       	0.128899       	0.000000       	0.078612       	128.899460     	80.155253      	0.000000       	0.000000       	0.000000       
2008-09-11	CornRM.90           	2008-04-19	26.051220      	3.553726       	11.169859      	0.000000       	11.327635      	0.496493       	379.995494     	337.763754     	121.320821     	0.000000       	0.204992       	0.025192       	0.126689       	0.000000       	0.070918       	126.689276     	78.302663      	0.000000       	0.000000       	0.000000       
2009-09-09	CornRM.90           	2009-04-20	26.265161      	3.449845       	11.336169      	0.000000       	11.479147      	0.496867       	359.285654     	359.548156     	102.580644     	0.000000       	0.207746       	0.024247       	0.129345       	0.000000       	0.081310       	129.344605     	78.401582      	0.000000       	0.000000       	0.000000       
2010-09-03	CornRM.90           	2010-04-20	24.311516      	3.261493       	10.585126      	0.000000       	10.464896      	0.502856       	389.988437     	334.595915     	110.333850     	0.000000       	0.205999       	0.024080       	0.129001       	0.000000       	0.026096       	129.001271     	76.997762      	0.000000       	0.000000       	0.000000       
2011-08-31	CornRM.90           	2011-04-20	25.212748      	3.411852       	10.798391      	0.000000       	11.002505      	0.495319       	377.919276     	338.009657     	106.298790     	0.000000       	0.191508       	0.023491       	0.118245       	0.000000       	0.060571       	118.245404     	73.262991      	0.000000       	0.000000       	0.000000       
2012-09-02	CornRM.90           	2012-04-19	26.161106      	3.557050       	11.438277      	0.000000       	11.165779      	0.506028       	392.349558     	348.722933     	144.754520     	0.000000       	0.207565       	0.026509       	0.128789       	0.000000       	0.037844       	128.789147     	78.776214      	0.000000       	0.000000       	0.000000       
2013-09-07	CornRM.90           	2013-04-20	25.907779      	3.392663       	11.555896      	0.000000       	10.959220      	0.513251       	371.094688     	353.171049     	113.430530     	0.000000       	0.205343       	0.024103       	0.129812       	0.000000       	0.078518       	129.812426     	75.530517      	0.000000       	0.000000       	0.000000       
2014-09-09	CornRM.90           	2014-04-20	26.630957      	3.410545       	11.943091      	0.000000       	11.277322      	0.514336       	388.809094     	389.705674     	106.040614     	0.000000       	0.204297       	0.023505       	0.129624       	0.000000       	0.095699       	129.623847     	74.673380      	0.000000       	0.000000       	0.000000       
2015-09-01	CornRM.90           	2015-04-20	26.532082      	3.362828       	11.915333      	0.000000       	11.253922      	0.514273       	378.900825     	364.517085     	91.931069      	0.000000       	0.202612       	0.022995       	0.128774       	0.000000       	0.091592       	128.773750     	73.838127      	0.000000       	0.000000       	0.000000       
2016-09-04	CornRM.90           	2016-04-19	21.145701      	3.098684       	8.554139       	0.000000       	9.492877       	0.473992       	415.266894     	300.115711     	119.673729     	0.000000       	0.195688       	0.023611       	0.118351       	0.000000       	0.000000       	118.350517     	77.337457      	0.000000       	0.000000       	0.000000       
