DATE      	IRRIGATION     	RUNOFF         	INFILTRATION   	DRAINAGE       	BYPASS         	SOIL EVAP      	RES EVAP       	SNOW SUB       	TRANSPIRATION  	SMC            	SMC            	SMC            	SMC            	SMC            	SMC            	SMC            	SMC            	SMC            
1980-01-13	0.000000       	0.000000       	0.011641       	0.000000       	0.000000       	0.966206       	0.000000       	0.443559       	0.000000       	0.244605       	0.239521       	0.239521       	0.293341       	0.293341       	0.379416       	0.379416       	0.379416       	0.379416       
1980-01-14	0.000000       	0.000000       	5.139072       	0.000000       	0.000000       	0.584183       	0.000000       	0.584183       	0.000000       	0.335028       	0.240196       	0.239521       	0.293341       	0.293341       	0.379416       	0.379416       	0.379416       	0.379416       
1980-01-15	0.000000       	0.000000       	9.149792       	0.000000       	0.000000       	0.001084       	0.000000       	0.513384       	0.000000       	0.335028       	0.335028       	0.283592       	0.293341       	0.293341       	0.379416       	0.379416       	0.379416       	0.379416       
1980-01-16	0.000000       	0.000000       	1.828369       	0.000000       	0.000000       	0.447154       	0.000000       	0.000000       	0.000000       	0.335028       	0.335028       	0.297404       	0.293341       	0.293341       	0.379416       	0.379416       	0.379416       	0.379416       
1980-01-17	0.000000       	0.000000       	0.209200       	0.000000       	0.000000       	0.934063       	0.000000       	0.000000       	0.000000       	0.320531       	0.335028       	0.297404       	0.293341       	0.293341       	0.379416       	0.379416       	0.379416       	0.379416       
1980-01-18	0.000000       	0.000000       	0.036500       	0.000000       	0.000000       	0.515672       	0.000000       	0.000000       	0.000000       	0.310948       	0.335028       	0.297404       	0.293341       	0.293341       	0.379416       	0.379416       	0.379416       	0.379416       
1980-01-19	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.843749       	0.000000       	0.000000       	0.000000       	0.294073       	0.335028       	0.297404       	0.293341       	0.293341       	0.379416       	0.379416       	0.379416       	0.379416       
1980-01-20	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.824776       	0.000000       	0.000000       	0.000000       	0.277577       	0.335028       	0.297404       	0.293341       	0.293341       	0.379416       	0.379416       	0.379416       	0.379416       
1980-01-21	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	1.011372       	0.000000       	0.000000       	0.000000       	0.257350       	0.335028       	0.297404       	0.293341       	0.293341       	0.379416       	0.379416       	0.379416       	0.379416       
1980-01-22	0.000000       	0.000000       	0.220700       	0.000000       	0.000000       	0.749764       	0.000000       	0.000000       	0.000000       	0.246768       	0.335028       	0.297404       	0.293341       	0.293341       	0.379416       	0.379416       	0.379416       	0.379416       
1980-01-23	0.000000       	0.000000       	0.153600       	0.000000       	0.000000       	0.870282       	0.000000       	0.000000       	0.000000       	0.232435       	0.335028       	0.297404       	0.293341       	0.293341       	0.379416       	0.379416       	0.379416       	0.379416       
1980-01-24	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.626133       	0.000000       	0.327800       	0.000000       	0.219912       	0.335028       	0.297404       	0.293341       	0.293341       	0.379416       	0.379416       	0.379416       	0.379416       
1980-01-25	0.000000       	0.000000       	0.558626       	0.000000       	0.000000       	0.419672       	0.000000       	0.419672       	0.000000       	0.222691       	0.335028       	0.297404       	0.293341       	0.293341       	0.379416       	0.379416       	0.379416       	0.379416       
1980-01-26	0.000000       	0.000000       	0.329808       	0.000000       	0.000000       	0.578097       	0.000000       	0.231294       	0.000000       	0.217725       	0.335028       	0.297404       	0.293341       	0.293341       	0.379416       	0.379416       	0.379416       	0.379416       
1980-01-27	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.513847       	0.000000       	0.000000       	0.000000       	0.207448       	0.335028       	0.297404       	0.293341       	0.293341       	0.379416       	0.379416       	0.379416       	0.379416       
1980-01-28	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.685412       	0.000000       	0.000000       	0.000000       	0.193740       	0.335028       	0.297404       	0.293341       	0.293341       	0.379416       	0.379416       	0.379416       	0.379416       
1980-01-29	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.631778       	0.000000       	0.000000       	0.000000       	0.181105       	0.335028       	0.297404       	0.293341       	0.293341       	0.379416       	0.379416       	0.379416       	0.379416       
1980-01-30	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.618366       	0.000000       	0.020600       	0.000000       	0.171582       	0.332183       	0.297404       	0.293341       	0.293341       	0.379416       	0.379416       	0.379416       	0.379416       
1980-01-31	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.475000       	0.000000       	0.329300       	0.000000       	0.164506       	0.329759       	0.297404       	0.293341       	0.293341       	0.379416       	0.379416       	0.379416       	0.379416       
1980-02-01	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.493261       	0.000000       	0.037800       	0.000000       	0.158917       	0.325483       	0.297404       	0.293341       	0.293341       	0.379416       	0.379416       	0.379416       	0.379416       
1980-02-02	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.452886       	0.000000       	0.000000       	0.000000       	0.154325       	0.321017       	0.297404       	0.293341       	0.293341       	0.379416       	0.379416       	0.379416       	0.379416       
1980-02-03	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.463995       	0.000000       	0.000000       	0.000000       	0.150448       	0.315614       	0.297404       	0.293341       	0.293341       	0.379416       	0.379416       	0.379416       	0.379416       
1980-02-04	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.432634       	0.000000       	0.000000       	0.000000       	0.147107       	0.310303       	0.297404       	0.293341       	0.293341       	0.379416       	0.379416       	0.379416       	0.379416       
1980-02-05	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.511735       	0.000000       	0.000000       	0.000000       	0.144180       	0.302995       	0.297404       	0.293341       	0.293341       	0.379416       	0.379416       	0.379416       	0.379416       
1980-02-06	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.549068       	0.000000       	0.549068       	0.000000       	0.141584       	0.294610       	0.297404       	0.293341       	0.293341       	0.379416       	0.379416       	0.379416       	0.379416       
1980-02-07	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.571331       	0.000000       	0.428932       	0.000000       	0.139257       	0.285510       	0.297404       	0.293341       	0.293341       	0.379416       	0.379416       	0.379416       	0.379416       
1980-02-08	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.611285       	0.000000       	0.000000       	0.000000       	0.137154       	0.275388       	0.297404       	0.293341       	0.293341       	0.379416       	0.379416       	0.379416       	0.379416       
1980-02-09	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.431993       	0.000000       	0.000000       	0.000000       	0.135237       	0.268665       	0.297404       	0.293341       	0.293341       	0.379416       	0.379416       	0.379416       	0.379416       
1980-02-10	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.627195       	0.000000       	0.000000       	0.000000       	0.133480       	0.257878       	0.297404       	0.293341       	0.293341       	0.379416       	0.379416       	0.379416       	0.379416       
1980-02-11	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.447290       	0.000000       	0.000000       	0.000000       	0.131861       	0.250552       	0.297404       	0.293341       	0.293341       	0.379416       	0.379416       	0.379416       	0.379416       
1980-02-12	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.707548       	0.000000       	0.707548       	0.000000       	0.130360       	0.239810       	0.296450       	0.293341       	0.293341       	0.379416       	0.379416       	0.379416       	0.379416       
1980-02-13	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.817640       	0.000000       	0.189552       	0.000000       	0.128965       	0.231172       	0.293648       	0.293192       	0.293324       	0.379409       	0.379413       	0.379415       	0.379415       
1980-02-14	0.000000       	0.000000       	0.082586       	0.000000       	0.000000       	0.727815       	0.000000       	0.196214       	0.000000       	0.129313       	0.223987       	0.290971       	0.293043       	0.293307       	0.379401       	0.379410       	0.379413       	0.379415       
1980-02-15	0.000000       	0.000000       	0.072024       	0.000000       	0.000000       	0.664254       	0.000000       	0.615376       	0.000000       	0.129427       	0.217866       	0.288408       	0.292894       	0.293290       	0.379394       	0.379407       	0.379412       	0.379414       
1980-02-16	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.613488       	0.000000       	0.647150       	0.000000       	0.128094       	0.212553       	0.285952       	0.292747       	0.293273       	0.379386       	0.379404       	0.379410       	0.379413       
1980-02-17	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.046784       	0.000000       	0.692347       	0.000000       	0.127158       	0.212553       	0.285952       	0.292747       	0.293273       	0.379386       	0.379404       	0.379410       	0.379413       
1980-02-18	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.077541       	0.000000       	0.900418       	0.000000       	0.125967       	0.212193       	0.285952       	0.292747       	0.293273       	0.379386       	0.379404       	0.379410       	0.379413       
1980-02-19	0.000000       	0.000000       	3.704385       	0.000000       	0.000000       	0.187099       	0.000000       	0.000000       	0.000000       	0.198934       	0.209572       	0.285952       	0.292747       	0.293273       	0.379386       	0.379404       	0.379410       	0.379413       
1980-02-20	0.000000       	0.000000       	0.011200       	0.000000       	0.000000       	1.067009       	0.000000       	0.000000       	0.000000       	0.183413       	0.205223       	0.285328       	0.292747       	0.293273       	0.379386       	0.379404       	0.379410       	0.379413       
1980-02-21	0.000000       	0.000000       	0.356200       	0.000000       	0.000000       	0.956317       	0.000000       	0.000000       	0.000000       	0.180337       	0.201323       	0.282996       	0.292656       	0.293273       	0.379386       	0.379404       	0.379410       	0.379413       
1980-02-22	0.000000       	0.000000       	13.452100      	0.000000       	0.000000       	0.901197       	0.000000       	0.000000       	0.000000       	0.335028       	0.302843       	0.280753       	0.292509       	0.293256       	0.379378       	0.379401       	0.379409       	0.379412       
1980-02-23	0.000000       	0.000000       	0.923500       	0.000000       	0.000000       	1.004160       	0.000000       	0.000000       	0.000000       	0.333415       	0.302843       	0.280753       	0.292509       	0.293256       	0.379378       	0.379401       	0.379409       	0.379412       
1980-02-24	0.000000       	0.000000       	0.215100       	0.000000       	0.000000       	1.204005       	0.000000       	0.000000       	0.000000       	0.313637       	0.302843       	0.280753       	0.292509       	0.293256       	0.379378       	0.379401       	0.379409       	0.379412       
1980-02-25	0.000000       	0.000000       	0.003300       	0.000000       	0.000000       	1.188965       	0.000000       	0.000000       	0.000000       	0.289924       	0.302843       	0.280753       	0.292509       	0.293256       	0.379378       	0.379401       	0.379409       	0.379412       
1980-02-26	0.000000       	0.000000       	0.038800       	0.000000       	0.000000       	1.793087       	0.000000       	0.000000       	0.000000       	0.254838       	0.302843       	0.280753       	0.292509       	0.293256       	0.379378       	0.379401       	0.379409       	0.379412       
1980-02-27	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	1.182596       	0.000000       	0.281400       	0.000000       	0.231186       	0.302843       	0.280753       	0.292509       	0.293256       	0.379378       	0.379401       	0.379409       	0.379412       
1980-02-28	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.651290       	0.000000       	0.295700       	0.000000       	0.218160       	0.302843       	0.280753       	0.292509       	0.293256       	0.379378       	0.379401       	0.379409       	0.379412       
1980-02-29	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.875989       	0.000000       	0.000000       	0.000000       	0.200640       	0.302843       	0.280753       	0.292509       	0.293256       	0.379378       	0.379401       	0.379409       	0.379412       
1980-03-01	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.669238       	0.000000       	0.206400       	0.000000       	0.187256       	0.302843       	0.280753       	0.292509       	0.293256       	0.379378       	0.379401       	0.379409       	0.379412       
1980-03-02	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.628437       	0.000000       	0.283200       	0.000000       	0.175847       	0.301683       	0.280753       	0.292509       	0.293256       	0.379378       	0.379401       	0.379409       	0.379412       
1980-03-03	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.896138       	0.000000       	0.000000       	0.000000       	0.167743       	0.291865       	0.280753       	0.292509       	0.293256       	0.379378       	0.379401       	0.379409       	0.379412       
1980-03-04	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	1.269616       	0.000000       	0.000000       	0.000000       	0.161506       	0.272709       	0.280753       	0.292509       	0.293256       	0.379378       	0.379401       	0.379409       	0.379412       
1980-03-05	0.000000       	0.000000       	5.020100       	0.000000       	0.000000       	1.034854       	0.000000       	0.000000       	0.000000       	0.256872       	0.257047       	0.280753       	0.292509       	0.293256       	0.379378       	0.379401       	0.379409       	0.379412       
1980-03-06	0.000000       	0.000000       	0.965100       	0.000000       	0.000000       	1.406549       	0.000000       	0.000000       	0.000000       	0.248043       	0.257047       	0.280753       	0.292509       	0.293256       	0.379378       	0.379401       	0.379409       	0.379412       
1980-03-07	0.000000       	0.000000       	1.089700       	0.000000       	0.000000       	1.651251       	0.000000       	0.000000       	0.000000       	0.236812       	0.257047       	0.280753       	0.292509       	0.293256       	0.379378       	0.379401       	0.379409       	0.379412       
1980-03-08	0.000000       	0.000000       	16.964200      	0.000000       	0.000000       	1.613334       	0.000000       	0.000000       	0.000000       	0.335028       	0.335028       	0.340119       	0.295531       	0.293256       	0.379378       	0.379401       	0.379409       	0.379412       
1980-03-09	0.000000       	0.000000       	1.380700       	0.000000       	0.000000       	2.077730       	0.000000       	0.000000       	0.000000       	0.321088       	0.335028       	0.335028       	0.298076       	0.293256       	0.379378       	0.379401       	0.379409       	0.379412       
1980-03-10	0.000000       	0.000000       	0.038600       	0.000000       	0.000000       	1.856510       	0.000000       	0.000000       	0.000000       	0.284730       	0.335028       	0.335028       	0.298076       	0.293256       	0.379378       	0.379401       	0.379409       	0.379412       
1980-03-11	0.000000       	0.000000       	1.005600       	0.000000       	0.000000       	2.084815       	0.000000       	0.000000       	0.000000       	0.263145       	0.335028       	0.335028       	0.298076       	0.293256       	0.379378       	0.379401       	0.379409       	0.379412       
1980-03-12	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	1.633771       	0.000000       	1.346900       	0.000000       	0.230470       	0.335028       	0.335028       	0.298076       	0.293256       	0.379378       	0.379401       	0.379409       	0.379412       
1980-03-13	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	0.664061       	0.000000       	0.664061       	0.000000       	0.217189       	0.335028       	0.335028       	0.298076       	0.293256       	0.379378       	0.379401       	0.379409       	0.379412       
1980-03-14	0.000000       	0.000000       	0.004348       	0.000000       	0.000000       	0.072082       	0.000000       	0.657975       	0.000000       	0.215834       	0.335028       	0.335028       	0.298076       	0.293256       	0.379378       	0.379401       	0.379409       	0.379412       
1980-03-15	0.000000       	0.000000       	0.552897       	0.000000       	0.000000       	0.000987       	0.000000       	1.051089       	0.000000       	0.226872       	0.335028       	0.335028       	0.298076       	0.293256       	0.379378       	0.379401       	0.379409       	0.379412       
1980-03-16	0.000000       	0.000000       	7.208001       	0.000000       	0.000000       	0.002236       	0.000000       	1.483793       	0.000000       	0.335028       	0.335028       	0.342303       	0.303429       	0.293256       	0.379378       	0.379401       	0.379409       	0.379412       
1980-03-17	0.000000       	0.022358       	9.262678       	0.000000       	0.000000       	0.374621       	0.000000       	0.000000       	0.000000       	0.335028       	0.335028       	0.360629       	0.338706       	0.293256       	0.379378       	0.379401       	0.379409       	0.379412       
1980-03-18	0.000000       	0.000000       	3.623000       	0.000000       	0.000000       	1.834979       	0.000000       	0.000000       	0.000000       	0.335028       	0.335028       	0.342176       	0.356873       	0.293256       	0.379378       	0.379401       	0.379409       	0.379412       
1980-03-19	0.000000       	0.000000       	0.441000       	0.000000       	0.000000       	2.366929       	0.000000       	0.000000       	0.000000       	0.296510       	0.335028       	0.335028       	0.360447       	0.293256       	0.379378       	0.379401       	0.379409       	0.379412       
1980-03-20	0.000000       	0.000000       	1.178800       	0.000000       	0.000000       	2.623906       	0.000000       	0.000000       	0.000000       	0.267608       	0.335028       	0.335028       	0.360447       	0.293256       	0.379378       	0.379401       	0.379409       	0.379412       
1980-03-21	0.000000       	3.759386       	21.839014      	0.000000       	0.000000       	1.537232       	0.000000       	0.000000       	0.000000       	0.335028       	0.335028       	0.367765       	0.421713       	0.300275       	0.379378       	0.379401       	0.379409       	0.379412       
1980-03-22	0.000000       	0.000000       	1.629900       	0.000000       	0.000000       	1.487707       	0.000000       	0.000000       	0.000000       	0.335028       	0.335028       	0.335028       	0.417386       	0.321682       	0.379378       	0.379401       	0.379409       	0.379412       
1980-03-23	0.000000       	0.000000       	1.323800       	0.000000       	0.000000       	1.793338       	0.000000       	0.000000       	0.000000       	0.325638       	0.335028       	0.335028       	0.399147       	0.339921       	0.379378       	0.379401       	0.379409       	0.379412       
1980-03-24	0.000000       	0.000000       	0.852700       	0.000000       	0.000000       	1.313983       	0.000000       	0.000000       	0.000000       	0.316412       	0.335028       	0.335028       	0.388224       	0.350844       	0.379378       	0.379401       	0.379409       	0.379412       
1980-03-25	0.000000       	0.000000       	2.689400       	0.000000       	0.000000       	1.377780       	0.000000       	0.000000       	0.000000       	0.335028       	0.335028       	0.335028       	0.382183       	0.358789       	0.379378       	0.379401       	0.379409       	0.379412       
1980-03-26	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	1.821308       	0.000000       	0.000000       	0.000000       	0.298602       	0.335028       	0.335028       	0.375256       	0.365716       	0.379378       	0.379401       	0.379409       	0.379412       
1980-03-27	0.000000       	0.000000       	2.905200       	0.000000       	0.000000       	1.796595       	0.000000       	0.000000       	0.000000       	0.320774       	0.335028       	0.335028       	0.369724       	0.366594       	0.384032       	0.379401       	0.379409       	0.379412       
1980-03-28	0.000000       	0.000000       	1.050700       	0.000000       	0.000000       	2.129565       	0.000000       	0.000000       	0.000000       	0.299197       	0.335028       	0.335028       	0.364831       	0.366768       	0.388751       	0.379401       	0.379409       	0.379412       
1980-03-29	0.000000       	2.564431       	17.676769      	0.000000       	0.000000       	1.022987       	0.000000       	0.000000       	0.000000       	0.335028       	0.348146       	0.387370       	0.403790       	0.368005       	0.393416       	0.379401       	0.379409       	0.379412       
1980-03-30	0.000000       	0.000000       	0.872300       	0.000000       	0.000000       	1.459999       	0.000000       	0.000000       	0.000000       	0.323274       	0.335028       	0.335028       	0.418896       	0.377258       	0.398507       	0.379401       	0.379409       	0.379412       
1980-03-31	0.000000       	3.724887       	18.258513      	0.000000       	0.000000       	0.988930       	0.000000       	0.000000       	0.000000       	0.335028       	0.335028       	0.375690       	0.449040       	0.402807       	0.405892       	0.379401       	0.379409       	0.379412       
1980-04-01	0.000000       	0.000000       	2.682600       	0.000000       	0.000000       	1.693646       	0.000000       	0.000000       	0.000000       	0.335028       	0.335028       	0.340327       	0.431780       	0.426069       	0.422517       	0.379401       	0.379409       	0.379412       
1980-04-02	0.000000       	0.000000       	0.525100       	0.000000       	0.000000       	1.817612       	0.000000       	0.000000       	0.000000       	0.309178       	0.335028       	0.335028       	0.407742       	0.428242       	0.447031       	0.379401       	0.379409       	0.379412       
1980-04-03	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	2.646398       	0.000000       	0.000000       	0.000000       	0.256250       	0.335028       	0.335028       	0.393864       	0.416809       	0.470375       	0.381368       	0.379409       	0.379412       
1980-04-04	0.000000       	0.000000       	5.592600       	0.000000       	0.000000       	2.644172       	0.000000       	0.000000       	0.000000       	0.315219       	0.335028       	0.335028       	0.384411       	0.408119       	0.484311       	0.385574       	0.379409       	0.379412       
1980-04-05	0.000000       	0.000000       	0.052500       	0.000000       	0.000000       	3.100367       	0.000000       	0.000000       	0.000000       	0.254261       	0.335028       	0.335028       	0.377069       	0.401317       	0.491591       	0.392440       	0.379409       	0.379412       
1980-04-06	0.000000       	0.000000       	2.748400       	0.000000       	0.000000       	2.556222       	0.000000       	0.000000       	0.000000       	0.258105       	0.335028       	0.335028       	0.370995       	0.395712       	0.494344       	0.401365       	0.379409       	0.379412       
1980-04-07	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	3.527602       	0.000000       	0.000000       	0.000000       	0.198984       	0.323597       	0.335028       	0.365779       	0.390931       	0.494489       	0.411219       	0.379409       	0.379412       
1980-04-08	0.000000       	0.000000       	6.569600       	0.000000       	0.000000       	2.075938       	0.000000       	0.000000       	0.000000       	0.314611       	0.297843       	0.335028       	0.364607       	0.383483       	0.493286       	0.421041       	0.379409       	0.379412       
1980-04-09	0.000000       	5.449711       	23.267489      	0.000000       	0.000000       	2.604891       	0.000000       	0.000000       	0.000000       	0.335028       	0.348166       	0.377933       	0.420799       	0.384588       	0.491001       	0.430205       	0.379409       	0.379412       
1980-04-10	0.000000       	0.000000       	5.846100       	0.000000       	0.000000       	2.353731       	0.000000       	0.000000       	0.000000       	0.335028       	0.335028       	0.365190       	0.425844       	0.398148       	0.490910       	0.438809       	0.379409       	0.379412       
1980-04-11	0.000000       	0.000000       	0.337000       	0.000000       	0.000000       	2.633747       	0.000000       	0.000000       	0.000000       	0.289093       	0.335028       	0.335028       	0.417477       	0.409718       	0.493925       	0.446089       	0.380991       	0.379412       
1980-04-12	0.000000       	0.000000       	4.234600       	0.000000       	0.000000       	1.950888       	0.000000       	0.000000       	0.000000       	0.334768       	0.335028       	0.335028       	0.399190       	0.413015       	0.499142       	0.453988       	0.382865       	0.379412       
1980-04-13	0.000000       	0.000000       	0.741600       	0.000000       	0.000000       	2.445309       	0.000000       	0.000000       	0.000000       	0.300693       	0.335028       	0.335028       	0.388254       	0.407637       	0.503573       	0.463465       	0.385271       	0.379412       
1980-04-14	0.000000       	4.667671       	20.140729      	0.000000       	0.000000       	1.627622       	0.000000       	0.000000       	0.000000       	0.335028       	0.335028       	0.373239       	0.436391       	0.410845       	0.503215       	0.473582       	0.389043       	0.379412       
1980-04-15	0.000000       	0.000000       	4.410700       	0.000000       	0.000000       	1.867051       	0.000000       	0.000000       	0.000000       	0.335028       	0.335028       	0.353526       	0.428593       	0.423147       	0.507073       	0.482638       	0.394200       	0.379412       
1980-04-16	0.000000       	0.000000       	0.112000       	0.000000       	0.000000       	1.747241       	0.000000       	0.000000       	0.000000       	0.302323       	0.335028       	0.335028       	0.413457       	0.424820       	0.512771       	0.492600       	0.401252       	0.379412       
1980-04-17	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	2.593368       	0.000000       	0.000000       	0.000000       	0.250456       	0.335028       	0.335028       	0.397147       	0.418121       	0.515826       	0.503178       	0.410627       	0.379412       
1980-04-18	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	2.574900       	0.000000       	0.000000       	0.000000       	0.199486       	0.334500       	0.335028       	0.386808       	0.409605       	0.512463       	0.511463       	0.424561       	0.379412       
1980-04-19	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	3.565118       	0.000000       	0.000000       	0.000000       	0.183510       	0.291502       	0.330037       	0.378593       	0.402533       	0.507714       	0.512022       	0.443452       	0.379411       
1980-04-20	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	2.213094       	0.000000       	0.000000       	0.000000       	0.173280       	0.269065       	0.325385       	0.371875       	0.396649       	0.503522       	0.509053       	0.460894       	0.381161       
1980-04-21	0.000000       	0.000000       	3.346400       	0.000000       	0.000000       	1.683211       	0.000000       	0.000000       	0.000000       	0.232735       	0.253824       	0.321032       	0.366134       	0.391619       	0.499898       	0.505772       	0.474971       	0.384199       
1980-04-22	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	2.858119       	0.000000       	0.000000       	0.000000       	0.197402       	0.242371       	0.316945       	0.364607       	0.383853       	0.496784       	0.502778       	0.484632       	0.389388       
1980-04-23	0.000000       	0.000000       	0.895600       	0.000000       	0.000000       	1.705268       	0.000000       	0.000000       	0.000000       	0.200199       	0.233262       	0.313098       	0.364147       	0.376572       	0.493259       	0.500017       	0.491175       	0.396325       
1980-04-24	0.000000       	0.000000       	0.000000       	0.000000       	0.000000       	1.661519       	0.000000       	0.000000       	0.000000       	0.183920       	0.225744       	0.309467       	0.363691       	0.370529       	0.489825       	0.497269       	0.494521       	0.405118       
1980-04-25	0.000000       	0.000000       	1.085700       	0.000000       	0.000000       	1.287574       	0.000000       	0.000000       	0.000000       	0.195280       	0.219375       	0.306030       	0.363237       	0.365325       	0.486679       	0.494591       	0.495534       	0.415047       
1980-04-26	0.000000       	0.000000       	1.555600       	0.000000       	0.000000       	1.421853       	0.000000       	0.000000       	0.000000       	0.212118       	0.213870       	0.302770       	0.362786       	0.364607       	0.480022       	0.492069       	0.495069       	0.425326       
