report_group,group_key,domain,method,adaptive,adaptive_label,fixed_weather,weather_label,hierarchical,baseline,total_years,budget_label,primary_metric_name,n,source_kind_set,inferential_eligible,primary_metric_value_mean,primary_metric_value_std,primary_metric_value_se,primary_metric_value_ci_low,primary_metric_value_ci_high,primary_metric_value_min,primary_metric_value_max,deterministic_return_mean,deterministic_return_std,deterministic_return_se,deterministic_return_ci_low,deterministic_return_ci_high,deterministic_return_min,deterministic_return_max,eval_det_mean_reward_mean,eval_det_mean_reward_std,eval_det_mean_reward_se,eval_det_mean_reward_ci_low,eval_det_mean_reward_ci_high,eval_det_mean_reward_min,eval_det_mean_reward_max,eval_sto_mean_reward_mean,eval_sto_mean_reward_std,eval_sto_mean_reward_se,eval_sto_mean_reward_ci_low,eval_sto_mean_reward_ci_high,eval_sto_mean_reward_min,eval_sto_mean_reward_max,stochastic_return_mean_mean,stochastic_return_mean_std,stochastic_return_mean_se,stochastic_return_mean_ci_low,stochastic_return_mean_ci_high,stochastic_return_mean_min,stochastic_return_mean_max,stochastic_return_std_mean,stochastic_return_std_std,stochastic_return_std_se,stochastic_return_std_ci_low,stochastic_return_std_ci_high,stochastic_return_std_min,stochastic_return_std_max,pak_holdout_return_mean,pak_holdout_return_std,pak_holdout_return_se,pak_holdout_return_ci_low,pak_holdout_return_ci_high,pak_holdout_return_min,pak_holdout_return_max,baseline_best_return_mean,baseline_best_return_std,baseline_best_return_se,baseline_best_return_ci_low,baseline_best_return_ci_high,baseline_best_return_min,baseline_best_return_max,uplift_vs_best_baseline_det_mean,uplift_vs_best_baseline_det_std,uplift_vs_best_baseline_det_se,uplift_vs_best_baseline_det_ci_low,uplift_vs_best_baseline_det_ci_high,uplift_vs_best_baseline_det_min,uplift_vs_best_baseline_det_max,runtime_seconds_mean,runtime_seconds_std,runtime_seconds_se,runtime_seconds_ci_low,runtime_seconds_ci_high,runtime_seconds_min,runtime_seconds_max
fertilization_core,PPO | adaptive | fixed_weather | years=1000,fertilization,PPO,True,adaptive,True,fixed_weather,False,False,1000.0,1000,deterministic_return,3,existing_curated_bundle,True,635063.9583333334,85362.98105082854,49284.34008852478,423010.5579201692,847117.3587464975,546478.4375,716790.5625,635063.9583333334,85362.98105082854,49284.34008852478,423010.5579201692,847117.3587464975,546478.4375,716790.5625,,,,,,,,,,,,,,,177113.88541666666,110562.86926920533,63833.502334953104,-97539.50765088436,451767.2784842177,75343.65625,294754.25,56541.045572916664,15759.7304985513,9098.884645694548,17391.704714928703,95690.38643090462,44435.77734375,74360.8359375,161681.81510416666,108482.84196194586,62632.59800918507,-107804.50368801467,431168.13389634795,76791.7734375,283900.1875,,,,,,,,,,,,,,,1677.0,177.75544998677256,102.6271568997862,1235.4309832241806,2118.5690167758194,1484.0,1834.0
fertilization_core,PPO | nonadaptive | random_weather | years=1000,fertilization,PPO,False,nonadaptive,False,random_weather,False,False,1000.0,1000,deterministic_return,3,existing_curated_bundle,True,537882.8229166666,147594.74735464662,85213.86711618003,171237.14496127033,904528.500872063,370895.53125,650883.125,537882.8229166666,147594.74735464662,85213.86711618003,171237.14496127033,904528.500872063,370895.53125,650883.125,,,,,,,,,,,,,,,273052.6354166667,74616.12449235178,43079.63956154593,87695.90666285518,458409.3641704782,209918.375,355394.90625,39755.406901041664,21258.13921705762,12273.392399438757,-13052.73840903538,92563.55221111872,24113.3125,63959.4375,268029.7395833333,60137.241971630414,34720.25284064248,118640.5489228027,417418.93024386396,224112.21875,336570.96875,,,,,,,,,,,,,,,1872.6666666666667,36.22614157391501,20.915172589401326,1782.6759422328132,1962.6573911005203,1839.0,1911.0
fertilization_core,A2C | nonadaptive | random_weather | years=5000,fertilization,A2C,False,nonadaptive,False,random_weather,False,False,5000.0,5000,deterministic_return,3,existing_curated_bundle,True,472736.8125,111378.87458276915,64304.623222399336,196056.3498600616,749417.2751399383,395995.5,600484.9375,472736.8125,111378.87458276915,64304.623222399336,196056.3498600616,749417.2751399383,395995.5,600484.9375,,,,,,,,,,,,,,,416729.90625,107101.65381910816,61835.168663116216,150674.6490104217,682785.1634895783,350134.96875,540274.8125,23619.394205729168,21800.04410374503,12586.261331642907,-30534.917469533186,77773.70588099152,10180.7255859375,48772.21875,428389.71875,99916.60634347169,57686.879568917255,180183.10890514558,676596.3285948545,347657.8125,540135.625,,,,,,,,,,,,,,,2604.3333333333335,830.9779379341749,479.76533615693603,540.0697001041058,4668.596966562562,2052.0,3560.0
fertilization_core,PPO | adaptive | random_weather | years=1000,fertilization,PPO,True,adaptive,False,random_weather,False,False,1000.0,1000,deterministic_return,3,existing_curated_bundle,True,423935.8645833333,192104.15536486852,110911.38581235254,-53277.312336567324,901149.041503234,244630.09375,626686.4375,423935.8645833333,192104.15536486852,110911.38581235254,-53277.312336567324,901149.041503234,244630.09375,626686.4375,,,,,,,,,,,,,,,-151221.41015625,102336.38386805718,59083.93877411569,-405439.0806038986,102996.26029139859,-260248.875,-57242.57421875,85259.70572916667,13234.433045212725,7640.903481225646,52383.551508326396,118135.85995000694,70522.953125,96131.125,-127315.26953125,100219.79716221166,57861.9268697326,-376275.0471227835,121644.5080602835,-211979.578125,-16660.54296875,,,,,,,,,,,,,,,1882.3333333333333,284.7952480876978,164.4266131473586,1174.8627174401593,2589.803949226507,1579.0,2144.0
fertilization_core,A2C | adaptive | fixed_weather | years=5000,fertilization,A2C,True,adaptive,True,fixed_weather,False,False,5000.0,5000,deterministic_return,3,existing_curated_bundle,True,381647.75,182039.13286479906,105100.34236253779,-70562.52495817229,833858.0249581723,261297.6875,591071.375,381647.75,182039.13286479906,105100.34236253779,-70562.52495817229,833858.0249581723,261297.6875,591071.375,,,,,,,,,,,,,,,345355.0364583333,196060.1843489417,113195.40021122915,-141685.461249559,832395.5341662257,226155.953125,571637.75,12305.4130859375,6228.274008547502,3595.8956754216497,-3166.477257618013,27777.30342949301,5825.302734375,18246.861328125,343216.1822916667,204513.22621059738,118075.76620552724,-164822.83548350853,851255.2000668419,215541.078125,579100.125,,,,,,,,,,,,,,,2551.3333333333335,997.6263495584574,575.9798414682391,73.09209619006333,5029.574570476603,1953.0,3703.0
fertilization_core,A2C | adaptive | random_weather | years=5000,fertilization,A2C,True,adaptive,False,random_weather,False,False,5000.0,5000,deterministic_return,3,existing_curated_bundle,True,371467.3333333333,23781.906041302842,13730.489854788584,312389.80367956206,430544.86298710457,347424.1875,394979.09375,371467.3333333333,23781.906041302842,13730.489854788584,312389.80367956206,430544.86298710457,347424.1875,394979.09375,,,,,,,,,,,,,,,367830.9270833333,24433.86787226992,14106.900193398787,307133.834458655,428528.01970801165,345602.0625,393992.6875,5636.85693359375,3177.0658276717336,1834.2798108394368,-2255.4121015410756,13529.125968728575,3735.940673828125,9304.599609375,365320.7604166667,25010.359037250953,14439.737522686028,303191.58434858586,427449.9364847475,339049.25,388842.75,,,,,,,,,,,,,,,2284.3333333333335,148.0619239822762,85.48359166790108,1916.5271242992085,2652.1395423674585,2123.0,2414.0
fertilization_core,A2C | adaptive | fixed_weather | years=3000,fertilization,A2C,True,adaptive,True,fixed_weather,False,False,3000.0,3000,deterministic_return,3,existing_curated_bundle,True,345438.0520833333,119675.28554478944,69094.55832462951,48148.16210071684,642727.9420659498,261297.6875,482442.28125,345438.0520833333,119675.28554478944,69094.55832462951,48148.16210071684,642727.9420659498,261297.6875,482442.28125,,,,,,,,,,,,,,,306727.8697916667,112992.450171556,65236.22152294324,26039.06318091275,587416.6764024206,221972.171875,435010.59375,34421.083984375,2219.9192919374145,1281.6710007793097,28906.498754299515,39935.669214450485,32022.658203125,36403.69140625,308025.2395833333,110489.23658608255,63790.990485531016,33554.760240742646,582495.718925924,227724.25,434034.25,,,,,,,,,,,,,,,2564.6666666666665,932.7557736799774,538.5267970223126,247.57287344409315,4881.760459889239,1488.0,3128.0
fertilization_core,A2C | nonadaptive | fixed_weather | years=3000,fertilization,A2C,False,nonadaptive,True,fixed_weather,False,False,3000.0,3000,deterministic_return,3,existing_curated_bundle,True,262757.7213541667,210801.11244434284,121706.07901521392,-260901.2717412578,786416.7144495912,19434.6015625,390120.46875,262757.7213541667,210801.11244434284,121706.07901521392,-260901.2717412578,786416.7144495912,19434.6015625,390120.46875,,,,,,,,,,,,,,,250632.68229166666,26590.807685445343,15352.209975161439,184577.45413516997,316687.91044816334,220306.421875,269956.28125,51504.114583333336,8061.538091713601,4654.33118733327,31478.14379524396,71530.08537142271,46464.71484375,60801.84765625,283449.6302083333,29423.784106303505,16987.82967435176,210356.89848837059,356542.36192829604,257649.046875,315494.28125,,,,,,,,,,,,,,,3853.3333333333335,893.5369792758066,515.8838155157721,1633.664426298336,6073.002240368331,3325.0,4885.0
fertilization_core,A2C | nonadaptive | random_weather | years=3000,fertilization,A2C,False,nonadaptive,False,random_weather,False,False,3000.0,3000,deterministic_return,3,existing_curated_bundle,True,245286.27083333334,172095.74791138803,99359.52638302986,-182223.26657992593,672795.8082465926,53919.53125,387348.78125,245286.27083333334,172095.74791138803,99359.52638302986,-182223.26657992593,672795.8082465926,53919.53125,387348.78125,,,,,,,,,,,,,,,85556.35416666667,88538.35831876834,51117.64500894844,-134385.1206667237,305497.82900005707,18818.9140625,185996.875,31822.51171875,2999.422592342564,1731.7174411024243,24371.532943728234,39273.490493771766,29031.908203125,34994.30859375,103585.98763020833,81561.27679137318,47089.42511094888,-99023.45586323792,306195.4311236546,27678.228515625,189817.71875,,,,,,,,,,,,,,,5259.0,275.6156744454132,159.12678383393958,4574.332709169132,5943.667290830868,4941.0,5429.0
fertilization_core,A2C | adaptive | random_weather | years=3000,fertilization,A2C,True,adaptive,False,random_weather,False,False,3000.0,3000,deterministic_return,3,existing_curated_bundle,True,204404.55729166666,148506.61036850236,85740.33147269371,-164506.31396437096,573315.4285477042,89169.265625,371998.71875,204404.55729166666,148506.61036850236,85740.33147269371,-164506.31396437096,573315.4285477042,89169.265625,371998.71875,,,,,,,,,,,,,,,153645.86458333334,94827.29228503602,54748.562727288874,-81918.18828217659,389209.91744884325,94612.9375,263028.15625,28659.412109375,5537.269890070008,3196.944261607529,14904.071155482949,42414.75306326705,23360.666015625,34407.7890625,156516.81510416666,103757.74668151146,59904.562977079644,-101231.71631041952,414265.34651875286,91693.859375,276187.4375,,,,,,,,,,,,,,,4873.333333333333,1061.2597859776529,612.7186231143226,2237.0178770548314,7509.648789611834,3658.0,5617.0
fertilization_core,A2C | adaptive | fixed_weather | years=1000,fertilization,A2C,True,adaptive,True,fixed_weather,False,False,1000.0,1000,deterministic_return,3,existing_curated_bundle,True,129555.80208333333,207246.85292257834,119654.0263235534,-385273.9208968377,644385.5250635043,-104278.625,290545.15625,129555.80208333333,207246.85292257834,119654.0263235534,-385273.9208968377,644385.5250635043,-104278.625,290545.15625,,,,,,,,,,,,,,,-159878.46321614584,133800.2891692613,77249.63296952278,-492256.80738048814,172499.88094819643,-257768.625,-7416.9365234375,81805.34635416667,26590.426341082024,15351.989805890624,15751.065509584034,147859.6271987493,52567.921875,104543.8203125,-154730.580078125,128823.77476603104,74376.44103919175,-474746.5771404875,165285.4169842375,-278278.5625,-21210.599609375,,,,,,,,,,,,,,,1092.0,42.7551166528639,24.684678108764825,985.7904023536524,1198.2095976463477,1044.0,1126.0
fertilization_core,A2C | nonadaptive | fixed_weather | years=1000,fertilization,A2C,False,nonadaptive,True,fixed_weather,False,False,1000.0,1000,deterministic_return,3,existing_curated_bundle,True,122429.3125,103974.46847235803,60029.687361364166,-135857.5856881795,380716.2106881795,3133.5625,193785.4375,122429.3125,103974.46847235803,60029.687361364166,-135857.5856881795,380716.2106881795,3133.5625,193785.4375,,,,,,,,,,,,,,,-224232.74479166666,62430.754631080934,36044.412991966055,-379319.3367418445,-69146.15284148883,-286021.34375,-161179.0625,104007.078125,30043.956778030886,17345.886533317615,29373.752083421423,178640.40416657858,69639.921875,125291.0546875,-199949.22916666666,9594.576263092304,5539.431188256735,-223783.47788978345,-176114.98044354987,-210124.34375,-191066.125,,,,,,,,,,,,,,,1613.0,363.07437254645225,209.62108672554868,711.0732589984462,2514.9267410015536,1196.0,1859.0
fertilization_core,A2C | nonadaptive | random_weather | years=1000,fertilization,A2C,False,nonadaptive,False,random_weather,False,False,1000.0,1000,deterministic_return,3,existing_curated_bundle,True,101503.81770833333,132582.0552427871,76546.28528413696,-227848.2656175582,430855.90103422484,-50877.4375,190460.265625,101503.81770833333,132582.0552427871,76546.28528413696,-227848.2656175582,430855.90103422484,-50877.4375,190460.265625,,,,,,,,,,,,,,,-294685.3072916667,126110.55468586422,72809.96269553673,-607961.2920326921,18590.677449358685,-415955.9375,-164236.328125,103539.47135416667,65800.90537688478,37990.17043226552,-59919.03915784224,266997.9818661756,34875.8203125,166044.625,-274824.5208333333,57864.0681976742,33407.83535033406,-418566.8347966875,-131082.20686997919,-334551.59375,-219023.40625,,,,,,,,,,,,,,,1390.6666666666667,340.811286980542,196.76748828107873,544.0444960986298,2237.288837234704,1159.0,1782.0
fertilization_core,A2C | adaptive | random_weather | years=1000,fertilization,A2C,True,adaptive,False,random_weather,False,False,1000.0,1000,deterministic_return,3,existing_curated_bundle,True,-21923.25,88478.84119069095,51083.28277903157,-241716.87609104012,197870.37609104012,-120947.390625,49364.265625,-21923.25,88478.84119069095,51083.28277903157,-241716.87609104012,197870.37609104012,-120947.390625,49364.265625,,,,,,,,,,,,,,,-375114.3229166667,44352.38745423916,25606.86283590756,-485291.76119653904,-264936.88463679433,-407298.34375,-324521.9375,91548.42578125,26531.09472217109,15317.73467974094,25641.53284870139,157455.3187137986,62852.06640625,115185.75,-383083.4791666667,36553.366770666056,21104.096144831172,-473887.07605199434,-292279.882281339,-409461.5625,-341358.5625,,,,,,,,,,,,,,,1705.0,274.7307773075307,158.61588823317797,1022.5309155203387,2387.4690844796614,1388.0,1874.0
fertilization_dqn_rerun,DQN | adaptive | random_weather | years=5000,fertilization,DQN,True,adaptive,False,random_weather,False,False,5000.0,5000,deterministic_return,1,recovered_dqn_rerun,False,504738.25,,,504738.25,504738.25,504738.25,504738.25,504738.25,,,504738.25,504738.25,504738.25,504738.25,,,,,,,,,,,,,,,381156.0625,,,381156.0625,381156.0625,381156.0625,381156.0625,111804.125,,,111804.125,111804.125,111804.125,111804.125,374057.78125,,,374057.78125,374057.78125,374057.78125,374057.78125,,,,,,,,,,,,,,,4841.0,,,4841.0,4841.0,4841.0,4841.0
fertilization_dqn_rerun,DQN | adaptive | fixed_weather | years=5000,fertilization,DQN,True,adaptive,True,fixed_weather,False,False,5000.0,5000,deterministic_return,1,recovered_dqn_rerun,False,-174609.0,,,-174609.0,-174609.0,-174609.0,-174609.0,-174609.0,,,-174609.0,-174609.0,-174609.0,-174609.0,,,,,,,,,,,,,,,-291726.9375,,,-291726.9375,-291726.9375,-291726.9375,-291726.9375,71491.0859375,,,71491.0859375,71491.0859375,71491.0859375,71491.0859375,-274788.6875,,,-274788.6875,-274788.6875,-274788.6875,-274788.6875,,,,,,,,,,,,,,,7458.0,,,7458.0,7458.0,7458.0,7458.0
