index,label,bundle_dir,summary_json_path,summary_json_count,summary_json_present_actual,wandb_summary_present_actual,model_zip_present_actual,best_model_present_actual,vec_normalize_present_actual,hierarchical_report_present_actual,is_replacement,report_group,source_kind,source_project,notes,summary_json_status,config_status,wandb_summary_status,wandb_metadata_status,requirements_status,diff_patch_status,output_log_status,run_record_status,model_zip_status,models_dir_status,vec_normalize_status,hierarchical_report_status
101,Crop planning | A2C | nonadaptive | random_weather | seed=1,artifacts/final_successful_runs/final_113/bundles/101_crop_planning_a2c_nonadaptive_random_weather_seed_1,artifacts/final_successful_runs/final_113/bundles/101_crop_planning_a2c_nonadaptive_random_weather_seed_1/summary/101_crop_planning_a2c_seed1_hFalse.json,1,True,True,True,True,False,False,False,crop_planning_nonhier,existing_curated_bundle,artifacts/final_successful_runs/bundles,crop_planning_run_has_no_vec_normalize_artifact,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,missing,missing
102,Crop planning hierarchical | A2C | random_weather | seed=1 | profile=pakistan_baseline,artifacts/final_successful_runs/final_113/bundles/102_crop_planning_hierarchical_a2c_random_weather_seed_1_profile_pakistan_baseline,artifacts/final_successful_runs/final_113/bundles/102_crop_planning_hierarchical_a2c_random_weather_seed_1_profile_pakistan_baseline/summary/102_crop_planning_a2c_seed1_hTrue.json,1,True,True,True,False,False,False,True,crop_planning_hierarchical_guarded_rerun,recovered_hierarchical_rerun,Recovered/wandb_full_backup/Thesis-Final-Hierarchical-Rerun,summary_json_reconstructed_from_recovered_export;recovered_wandb_export_bundle;recovered_backup_has_no_models_checkpoint_dir;hierarchical_report_dir_not_present_in_recovered_backup,generated,copied,copied,copied,copied,copied,copied,copied_run_core_json,copied,missing,missing,missing
103,Crop planning | A2C | adaptive | fixed_weather | seed=2,artifacts/final_successful_runs/final_113/bundles/103_crop_planning_a2c_adaptive_fixed_weather_seed_2,artifacts/final_successful_runs/final_113/bundles/103_crop_planning_a2c_adaptive_fixed_weather_seed_2/summary/103_crop_planning_a2c_seed2_hFalse.json,1,True,True,True,True,False,False,False,crop_planning_nonhier,existing_curated_bundle,artifacts/final_successful_runs/bundles,crop_planning_run_has_no_vec_normalize_artifact,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,missing,missing
104,Crop planning | A2C | nonadaptive | fixed_weather | seed=2,artifacts/final_successful_runs/final_113/bundles/104_crop_planning_a2c_nonadaptive_fixed_weather_seed_2,artifacts/final_successful_runs/final_113/bundles/104_crop_planning_a2c_nonadaptive_fixed_weather_seed_2/summary/104_crop_planning_a2c_seed2_hFalse.json,1,True,True,True,True,False,False,False,crop_planning_nonhier,existing_curated_bundle,artifacts/final_successful_runs/bundles,crop_planning_run_has_no_vec_normalize_artifact,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,missing,missing
105,Crop planning hierarchical | A2C | fixed_weather | seed=2 | profile=pakistan_baseline,artifacts/final_successful_runs/final_113/bundles/105_crop_planning_hierarchical_a2c_fixed_weather_seed_2_profile_pakistan_baseline,artifacts/final_successful_runs/final_113/bundles/105_crop_planning_hierarchical_a2c_fixed_weather_seed_2_profile_pakistan_baseline/summary/105_crop_planning_a2c_seed2_hTrue.json,1,True,True,True,False,False,False,True,crop_planning_hierarchical_guarded_rerun,recovered_hierarchical_rerun,Recovered/wandb_full_backup/Thesis-Final-Hierarchical-Rerun,summary_json_reconstructed_from_recovered_export;recovered_wandb_export_bundle;recovered_backup_has_no_models_checkpoint_dir;hierarchical_report_dir_not_present_in_recovered_backup,generated,copied,copied,copied,copied,copied,copied,copied_run_core_json,copied,missing,missing,missing
106,Crop planning | A2C | adaptive | random_weather | seed=2,artifacts/final_successful_runs/final_113/bundles/106_crop_planning_a2c_adaptive_random_weather_seed_2,artifacts/final_successful_runs/final_113/bundles/106_crop_planning_a2c_adaptive_random_weather_seed_2/summary/106_crop_planning_a2c_seed2_hFalse.json,1,True,True,True,True,False,False,False,crop_planning_nonhier,existing_curated_bundle,artifacts/final_successful_runs/bundles,crop_planning_run_has_no_vec_normalize_artifact,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,missing,missing
107,Crop planning | A2C | nonadaptive | random_weather | seed=2,artifacts/final_successful_runs/final_113/bundles/107_crop_planning_a2c_nonadaptive_random_weather_seed_2,artifacts/final_successful_runs/final_113/bundles/107_crop_planning_a2c_nonadaptive_random_weather_seed_2/summary/107_crop_planning_a2c_seed2_hFalse.json,1,True,True,True,True,False,False,False,crop_planning_nonhier,existing_curated_bundle,artifacts/final_successful_runs/bundles,crop_planning_run_has_no_vec_normalize_artifact,moved,moved,moved,moved,moved,moved,moved,moved,moved,moved,missing,missing
108,Crop planning hierarchical | A2C | random_weather | seed=2 | profile=pakistan_baseline,artifacts/final_successful_runs/final_113/bundles/108_crop_planning_hierarchical_a2c_random_weather_seed_2_profile_pakistan_baseline,artifacts/final_successful_runs/final_113/bundles/108_crop_planning_hierarchical_a2c_random_weather_seed_2_profile_pakistan_baseline/summary/108_crop_planning_a2c_seed2_hTrue.json,1,True,True,True,False,False,False,True,crop_planning_hierarchical_guarded_rerun,recovered_hierarchical_rerun,Recovered/wandb_full_backup/Thesis-Final-Hierarchical-Rerun,summary_json_reconstructed_from_recovered_export;recovered_wandb_export_bundle;recovered_backup_has_no_models_checkpoint_dir;hierarchical_report_dir_not_present_in_recovered_backup,generated,copied,copied,copied,copied,copied,copied,copied_run_core_json,copied,missing,missing,missing
109,Fertilization | DQN ablation | adaptive | fixed_weather | years=5000 | seed=0,artifacts/final_successful_runs/final_113/bundles/109_fertilization_dqn_ablation_adaptive_fixed_weather_years_5000_seed_0,artifacts/final_successful_runs/final_113/bundles/109_fertilization_dqn_ablation_adaptive_fixed_weather_years_5000_seed_0/summary/109_fertilization_dqn_seed0_hFalse.json,1,True,True,True,False,False,False,True,fertilization_dqn_rerun,recovered_dqn_rerun,Recovered/wandb_full_backup/Thesis-Final,summary_json_reconstructed_from_recovered_export;recovered_wandb_export_bundle;recovered_backup_has_no_models_checkpoint_dir;vec_normalize_not_present_in_recovered_backup,generated,copied,copied,copied,copied,copied,copied,copied_run_core_json,copied,missing,missing,missing
110,Fertilization | DQN ablation | adaptive | random_weather | years=5000 | seed=0,artifacts/final_successful_runs/final_113/bundles/110_fertilization_dqn_ablation_adaptive_random_weather_years_5000_seed_0,artifacts/final_successful_runs/final_113/bundles/110_fertilization_dqn_ablation_adaptive_random_weather_years_5000_seed_0/summary/110_fertilization_dqn_seed0_hFalse.json,1,True,True,True,False,False,False,True,fertilization_dqn_rerun,recovered_dqn_rerun,Recovered/wandb_full_backup/Thesis-Final,summary_json_reconstructed_from_recovered_export;recovered_wandb_export_bundle;recovered_backup_has_no_models_checkpoint_dir;vec_normalize_not_present_in_recovered_backup,generated,copied,copied,copied,copied,copied,copied,copied_run_core_json,copied,missing,missing,missing
111,Crop planning | DQN ablation | nonadaptive | fixed_weather | seed=0,artifacts/final_successful_runs/final_113/bundles/111_crop_planning_dqn_ablation_nonadaptive_fixed_weather_seed_0,artifacts/final_successful_runs/final_113/bundles/111_crop_planning_dqn_ablation_nonadaptive_fixed_weather_seed_0/summary/111_crop_planning_dqn_seed0_hFalse.json,1,True,True,True,False,False,False,True,crop_planning_dqn_rerun,recovered_dqn_rerun,Recovered/wandb_full_backup/Thesis-Final,summary_json_reconstructed_from_recovered_export;recovered_wandb_export_bundle;recovered_backup_has_no_models_checkpoint_dir,generated,copied,copied,copied,copied,copied,copied,copied_run_core_json,copied,missing,missing,missing
112,Crop planning | DQN ablation | nonadaptive | random_weather | seed=0,artifacts/final_successful_runs/final_113/bundles/112_crop_planning_dqn_ablation_nonadaptive_random_weather_seed_0,artifacts/final_successful_runs/final_113/bundles/112_crop_planning_dqn_ablation_nonadaptive_random_weather_seed_0/summary/112_crop_planning_dqn_seed0_hFalse.json,1,True,True,True,False,False,False,True,crop_planning_dqn_rerun,recovered_dqn_rerun,Recovered/wandb_full_backup/Thesis-Final,summary_json_reconstructed_from_recovered_export;recovered_wandb_export_bundle;recovered_backup_has_no_models_checkpoint_dir,generated,copied,copied,copied,copied,copied,copied,copied_run_core_json,copied,missing,missing,missing
113,Fertilization | Baseline only | end-year=2005,artifacts/final_successful_runs/final_113/bundles/113_fertilization_baseline_only_end_year_2005,artifacts/final_successful_runs/final_113/bundles/113_fertilization_baseline_only_end_year_2005/summary/113_fertilization_baseline_seedn_a_hFalse.json,1,True,True,False,False,False,False,False,fertilization_baseline,existing_curated_bundle,artifacts/final_successful_runs/bundles,baseline_only_run_no_model_expected,moved,moved,moved,moved,moved,moved,moved,moved,missing,missing,missing,missing
